poly_idx,h11,h21,n_vertices,gl_order,min_chi_ray,n_tangent_points,has_integer_ample_chi3,has_continuous_tangency,t_star,nearest_miss_gap,error
0,13,16,11,1,21.0,0,False,True,0.38483594,,
1,13,16,13,1,17.0,0,False,True,0.39568957,,
2,13,16,13,1,11.0,0,False,True,0.44594483,,
3,14,17,8,1,10.0,0,False,True,0.42822236,,
4,,,10,,,0,False,False,,,unhandled: index 13 is out of bounds for axis 0 with size 13
5,,,10,,,0,False,False,,,unhandled: index 13 is out of bounds for axis 0 with size 13
6,,,11,,,0,False,False,,,unhandled: index 12 is out of bounds for axis 0 with size 12
7,,,11,,,0,False,False,,,unhandled: index 12 is out of bounds for axis 0 with size 12
8,,,10,,,0,False,False,,,unhandled: index 13 is out of bounds for axis 0 with size 13
9,14,17,11,1,8.0,0,False,True,0.46622052,2,
10,14,17,12,1,5.0,2,False,True,0.69572552,1,
11,,,11,,,0,False,False,,,unhandled: index 13 is out of bounds for axis 0 with size 13
12,,,11,,,0,False,False,,,unhandled: index 13 is out of bounds for axis 0 with size 13
13,,,11,,,0,False,False,,,unhandled: index 13 is out of bounds for axis 0 with size 13
14,14,17,11,1,2.0,14,True,True,1.5,0,
15,,,11,,,0,False,False,,,unhandled: index 12 is out of bounds for axis 0 with size 12
16,14,17,11,1,17.0,0,False,True,0.35173111,,
17,14,17,11,1,5.0,16,False,True,0.67359306,1,
18,14,17,11,1,2.0,6,False,True,1.5,1,
19,14,17,11,1,2.0,1,False,True,1.5,1,
20,,,12,,,0,False,False,,,unhandled: index 13 is out of bounds for axis 0 with size 13
21,,,12,,,0,False,False,,,unhandled: index 13 is out of bounds for axis 0 with size 13
22,,,12,,,0,False,False,,,unhandled: index 12 is out of bounds for axis 0 with size 12
23,14,17,12,2,2.0,10,False,True,1.5,1,
24,14,17,14,1,3.0,1,True,False,,0,
25,,,8,,,0,False,False,,,unhandled: index 13 is out of bounds for axis 0 with size 13
26,,,8,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
27,15,18,8,1,18.0,0,False,True,0.3854585,,
28,15,18,8,2,2.0,2,False,True,1.5,1,
29,,,10,,,0,False,False,,,unhandled: index 13 is out of bounds for axis 0 with size 13
30,15,18,11,1,12.0,0,False,True,0.41138913,,
31,,,10,,,0,False,False,,,unhandled: index 13 is out of bounds for axis 0 with size 13
32,,,9,,,0,False,False,,,unhandled: index 11 is out of bounds for axis 0 with size 11
33,15,18,9,2,5.0,13,False,True,0.65004828,1,
34,,,11,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
35,,,11,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
36,15,18,10,2,2.0,40,True,True,1.5,0,
37,15,18,10,4,5.0,14,False,True,0.65004828,1,
38,15,18,11,1,7.0,1,False,True,0.52831893,1,
39,,,10,,,0,False,False,,,unhandled: index 13 is out of bounds for axis 0 with size 13
40,,,10,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
41,15,18,11,1,2.0,5,False,True,1.5,1,
42,15,18,11,2,3.0,9,True,False,,0,
43,15,18,11,4,3.0,19,True,False,,0,
44,,,11,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
45,,,11,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
46,15,18,11,1,7.0,2,False,True,0.5188507,1,
47,,,11,,,0,False,False,,,unhandled: index 12 is out of bounds for axis 0 with size 12
48,,,11,,,0,False,False,,,unhandled: index 13 is out of bounds for axis 0 with size 13
49,,,11,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
50,15,18,11,1,23.0,0,False,True,0.35957682,,
51,,,11,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
52,,,11,,,0,False,False,,,unhandled: index 13 is out of bounds for axis 0 with size 13
53,15,18,11,1,23.0,0,False,True,0.34733634,,
54,,,11,,,0,False,False,,,unhandled: index 13 is out of bounds for axis 0 with size 13
55,,,12,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
56,15,18,11,2,2.0,17,True,True,1.5,0,
57,15,18,11,1,3.0,13,True,False,,0,
58,15,18,11,1,3.0,12,True,False,,0,
59,15,18,11,1,6.0,2,False,True,0.56409973,1,
60,15,18,11,2,3.0,25,True,False,,0,
61,,,11,,,0,False,False,,,unhandled: index 13 is out of bounds for axis 0 with size 13
62,,,11,,,0,False,False,,,unhandled: index 13 is out of bounds for axis 0 with size 13
63,,,11,,,0,False,False,,,unhandled: index 13 is out of bounds for axis 0 with size 13
64,15,18,11,1,2.0,0,False,True,1.5,2,
65,15,18,11,2,2.0,5,True,True,1.5,0,
66,15,18,11,1,2.0,4,False,True,1.5,1,
67,,,12,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
68,15,18,12,1,3.0,14,True,False,,0,
69,15,18,12,1,10.0,1,False,True,0.45661127,1,
70,15,18,12,2,3.0,10,True,False,,0,
71,,,12,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
72,15,18,12,1,21.0,0,False,True,0.36295564,,
73,,,12,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
74,15,18,12,1,3.0,5,True,False,,0,
75,15,18,12,1,16.0,0,False,True,0.35584102,,
76,15,18,12,1,3.0,9,True,False,,0,
77,15,18,12,1,3.0,11,True,False,,0,
78,15,18,12,1,3.0,8,True,False,,0,
79,15,18,12,1,2.0,32,False,True,1.5,1,
80,15,18,12,1,2.0,28,True,True,1.5,0,
81,15,18,12,2,2.0,37,False,True,1.5,1,
82,15,18,12,1,2.0,18,True,True,1.5,0,
83,,,12,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
84,15,18,12,1,3.0,8,True,False,,0,
85,15,18,13,1,20.0,0,False,True,0.34504399,,
86,15,18,12,1,23.0,0,False,True,0.34733634,,
87,,,12,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
88,15,18,12,1,4.0,4,False,True,0.79826485,1,
89,15,18,12,1,2.0,7,False,True,1.5,1,
90,15,18,12,1,4.0,1,False,True,0.7757432,1,
91,15,18,12,1,2.0,5,False,True,1.5,1,
92,,,12,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
93,15,18,12,1,3.0,9,True,False,,0,
94,15,18,13,1,4.0,1,False,True,0.7757432,1,
95,15,18,12,1,6.0,4,False,True,0.60650099,1,
96,,,12,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
97,15,18,12,1,2.0,17,False,True,1.5,1,
98,15,18,12,1,3.0,12,True,False,,0,
99,15,18,12,1,3.0,3,True,False,,0,
100,15,18,12,1,3.0,7,True,False,,0,
101,,,12,,,0,False,False,,,unhandled: index 13 is out of bounds for axis 0 with size 13
102,,,12,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
103,,,12,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
104,15,18,12,1,2.0,15,True,True,1.5,0,
105,15,18,12,1,3.0,5,True,False,,0,
106,15,18,12,1,2.0,40,True,True,1.5,0,
107,15,18,13,1,22.0,0,False,True,0.32633284,,
108,15,18,12,2,2.0,31,True,True,1.5,0,
109,15,18,12,1,2.0,19,False,True,1.5,1,
110,15,18,12,1,2.0,21,False,True,1.5,1,
111,,,12,,,0,False,False,,,unhandled: index 13 is out of bounds for axis 0 with size 13
112,15,18,12,1,18.0,0,False,True,0.36638754,,
113,15,18,12,1,2.0,30,False,True,1.5,1,
114,15,18,12,1,14.0,0,False,True,0.38101385,,
115,15,18,13,1,3.0,3,True,False,,0,
116,,,13,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
117,15,18,12,2,3.0,36,True,False,,0,
118,15,18,12,1,2.0,12,True,True,1.5,0,
119,,,12,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
120,15,18,12,1,2.0,15,False,True,1.5,1,
121,15,18,12,1,2.0,28,True,True,1.5,0,
122,15,18,13,1,4.0,1,False,True,0.7757432,1,
123,15,18,12,1,3.0,6,True,False,,0,
124,,,12,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
125,15,18,12,2,6.0,6,False,True,0.61676739,1,
126,15,18,13,1,4.0,1,False,True,0.7757432,1,
127,15,18,12,1,4.0,1,False,True,0.7757432,1,
128,15,18,12,1,3.0,2,True,False,,0,
129,,,13,,,0,False,False,,,unhandled: index 13 is out of bounds for axis 0 with size 13
130,15,18,12,1,4.0,2,False,True,0.7757432,1,
131,15,18,12,1,2.0,28,True,True,1.5,0,
132,15,18,13,1,22.0,0,False,True,0.33434221,,
133,15,18,12,2,2.0,28,True,True,1.5,0,
134,15,18,12,1,22.0,0,False,True,0.33434221,,
135,15,18,12,1,3.0,17,True,False,,0,
136,15,18,12,1,9.0,2,False,True,0.46880433,1,
137,15,18,12,1,2.0,6,False,True,1.5,1,
138,,,13,,,0,False,False,,,unhandled: index 12 is out of bounds for axis 0 with size 12
139,15,18,12,2,2.0,18,True,True,1.5,0,
140,15,18,12,1,2.0,27,False,True,1.5,1,
141,15,18,12,1,13.0,0,False,True,0.41600632,2,
142,15,18,12,1,3.0,14,True,False,,0,
143,15,18,12,1,7.0,4,False,True,0.5188507,1,
144,15,18,12,2,2.0,23,True,True,1.5,0,
145,15,18,12,1,3.0,8,True,False,,0,
146,15,18,12,1,2.0,12,False,True,1.5,1,
147,15,18,12,1,2.0,27,True,True,1.5,0,
148,15,18,12,1,2.0,10,False,True,1.5,1,
149,15,18,12,1,3.0,9,True,False,,0,
150,15,18,12,1,3.0,3,True,False,,0,
151,15,18,12,1,2.0,2,False,True,1.5,1,
152,15,18,12,1,2.0,3,True,True,1.5,0,
153,15,18,13,1,24.0,0,False,True,0.30608708,,
154,15,18,12,1,24.0,0,False,True,0.31714509,,
155,,,13,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
156,,,13,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
157,15,18,13,4,2.0,37,False,True,1.5,1,
158,15,18,13,1,3.0,8,True,False,,0,
159,,,13,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
160,,,13,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
161,15,18,13,1,2.0,19,False,True,1.5,1,
162,,,13,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
163,15,18,13,1,4.0,11,False,True,0.79826485,1,
164,15,18,13,1,3.0,20,True,False,,0,
165,,,13,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
166,15,18,13,1,3.0,6,True,False,,0,
167,15,18,13,1,3.0,15,True,False,,0,
168,15,18,13,2,3.0,15,True,False,,0,
169,15,18,13,1,3.0,4,True,False,,0,
170,15,18,13,1,3.0,10,True,False,,0,
171,15,18,13,1,2.0,12,False,True,1.5,1,
172,15,18,13,1,18.0,0,False,True,0.33886032,,
173,,,13,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
174,15,18,13,1,7.0,3,False,True,0.52831893,1,
175,15,18,13,1,4.0,5,False,True,0.79826485,1,
176,15,18,13,1,22.0,0,False,True,0.33839859,,
177,15,18,13,1,2.0,9,False,True,1.5,1,
178,15,18,13,1,8.0,1,False,True,0.4914888,1,
179,15,18,13,1,6.0,2,False,True,0.58550764,1,
180,15,18,13,1,2.0,16,True,True,1.5,0,
181,15,18,13,1,4.0,2,False,True,0.7757432,1,
182,15,18,13,1,6.0,7,False,True,0.59607164,1,
183,15,18,13,1,2.0,6,False,True,1.5,1,
184,,,13,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
185,15,18,13,1,21.0,0,False,True,0.34584165,,
186,,,13,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
187,15,18,13,1,3.0,13,True,False,,0,
188,15,18,13,1,3.0,14,True,False,,0,
189,15,18,13,2,4.0,14,False,True,0.7757432,1,
190,15,18,13,1,2.0,7,False,True,1.5,1,
191,15,18,13,2,2.0,16,False,True,1.5,1,
192,15,18,13,2,2.0,37,True,True,1.5,0,
193,15,18,13,1,2.0,16,False,True,1.5,1,
194,15,18,13,1,4.0,19,False,True,0.7757432,1,
195,15,18,13,1,2.0,18,True,True,1.5,0,
196,15,18,13,1,2.0,12,False,True,1.5,1,
197,15,18,13,1,2.0,26,False,True,1.5,1,
198,15,18,13,2,2.0,9,False,True,1.5,1,
199,15,18,13,2,6.0,23,False,True,0.58550764,1,
200,15,18,13,1,2.0,19,False,True,1.5,1,
201,15,18,13,2,2.0,21,True,True,1.5,0,
202,,,13,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
203,15,18,13,1,2.0,14,False,True,1.5,1,
204,,,13,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
205,15,18,13,1,7.0,2,False,True,0.52831893,1,
206,15,18,13,1,3.0,8,True,False,,0,
207,15,18,13,1,3.0,13,True,False,,0,
208,15,18,13,1,9.0,3,False,True,0.5,1,
209,15,18,13,1,2.0,12,False,True,1.5,1,
210,15,18,13,1,4.0,10,False,True,0.7757432,1,
211,15,18,13,1,2.0,10,False,True,1.5,1,
212,15,18,13,1,2.0,2,False,True,1.5,1,
213,15,18,13,2,8.0,5,False,True,0.5,1,
214,15,18,13,1,2.0,25,False,True,1.5,1,
215,15,18,13,1,2.0,7,False,True,1.5,1,
216,15,18,13,1,4.0,10,False,True,0.7757432,1,
217,15,18,13,1,2.0,5,False,True,1.5,1,
218,15,18,13,2,6.0,5,False,True,0.61676739,1,
219,15,18,14,2,2.0,3,False,True,1.5,1,
220,15,18,13,1,4.0,15,False,True,0.7757432,1,
221,15,18,13,1,3.0,14,True,False,,0,
222,15,18,13,1,15.0,0,False,True,0.37566467,,
223,15,18,13,1,22.0,0,False,True,0.33839859,,
224,,,13,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
225,15,18,13,1,2.0,1,False,True,1.5,1,
226,15,18,13,1,3.0,15,True,False,,0,
227,15,18,13,1,3.0,27,True,False,,0,
228,15,18,13,1,3.0,7,True,False,,0,
229,15,18,13,1,4.0,1,False,True,0.7757432,1,
230,15,18,13,1,2.0,15,False,True,1.5,1,
231,15,18,13,1,3.0,14,True,False,,0,
232,15,18,13,1,2.0,14,True,True,1.5,0,
233,15,18,13,1,5.0,5,False,True,0.65004828,1,
234,15,18,13,1,2.0,6,False,True,1.5,1,
235,15,18,13,1,4.0,10,False,True,0.75,1,
236,15,18,13,4,2.0,13,True,True,1.5,0,
237,15,18,13,2,2.0,19,True,True,1.5,0,
238,15,18,13,2,2.0,39,True,True,1.5,0,
239,15,18,13,1,23.0,0,False,True,0.33531247,,
240,,,13,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
241,15,18,13,1,2.0,8,False,True,1.5,1,
242,15,18,13,1,2.0,13,True,True,1.5,0,
243,,,13,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
244,15,18,13,1,4.0,7,False,True,0.7757432,1,
245,15,18,13,1,3.0,2,True,False,,0,
246,15,18,13,1,3.0,11,True,False,,0,
247,15,18,13,1,2.0,11,False,True,1.5,1,
248,15,18,13,1,2.0,5,False,True,1.5,1,
249,,,13,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
250,,,13,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
251,15,18,13,1,12.0,0,False,True,0.41138913,,
252,,,13,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
253,15,18,13,1,2.0,10,True,True,1.5,0,
254,15,18,13,1,3.0,17,True,False,,0,
255,15,18,14,1,13.0,0,False,True,0.39833455,,
256,15,18,13,1,4.0,1,False,True,0.7757432,1,
257,,,13,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
258,15,18,13,1,2.0,9,False,True,1.5,1,
259,15,18,13,1,2.0,11,False,True,1.5,1,
260,15,18,13,1,7.0,6,False,True,0.52831893,1,
261,,,13,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
262,,,13,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
263,15,18,13,1,3.0,14,True,False,,0,
264,,,13,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
265,15,18,13,2,2.0,14,False,True,1.5,1,
266,15,18,14,1,6.0,1,False,True,0.60650099,1,
267,,,13,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
268,15,18,13,1,2.0,14,True,True,1.5,0,
269,15,18,13,1,5.0,13,False,True,0.65004828,1,
270,15,18,13,1,2.0,6,False,True,1.5,1,
271,15,18,13,1,3.0,12,True,False,,0,
272,15,18,13,2,2.0,24,False,True,1.5,1,
273,15,18,13,1,22.0,0,False,True,0.35492292,,
274,15,18,13,1,4.0,2,False,True,0.7757432,1,
275,15,18,13,1,3.0,6,True,False,,0,
276,15,18,15,1,11.0,0,False,True,0.44594483,,
277,15,18,13,1,3.0,11,True,False,,0,
278,15,18,13,1,3.0,14,True,False,,0,
279,15,18,13,1,3.0,13,True,False,,0,
280,15,18,13,1,3.0,15,True,False,,0,
281,15,18,13,1,8.0,2,False,True,0.50852879,1,
282,,,13,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
283,15,18,13,1,3.0,14,True,False,,0,
284,15,18,13,1,2.0,9,False,True,1.5,1,
285,15,18,15,1,2.0,16,True,True,1.5,0,
286,15,18,13,1,3.0,10,True,False,,0,
287,15,18,13,1,12.0,0,False,True,0.40523179,3,
288,,,13,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
289,15,18,14,1,14.0,0,False,True,0.37558842,,
290,15,18,14,1,2.0,22,True,True,1.5,0,
291,15,18,13,1,2.0,5,False,True,1.5,1,
292,15,18,13,1,2.0,3,False,True,1.5,1,
293,15,18,13,1,7.0,3,False,True,0.53778596,1,
294,15,18,13,2,2.0,36,True,True,1.5,0,
295,15,18,13,1,2.0,16,False,True,1.5,1,
296,15,18,13,1,2.0,13,False,True,1.5,1,
297,15,18,13,1,2.0,12,False,True,1.5,1,
298,15,18,13,2,2.0,28,True,True,1.5,0,
299,15,18,13,2,2.0,3,False,True,1.5,1,
300,15,18,13,1,2.0,19,False,True,1.5,1,
301,15,18,13,2,5.0,9,False,True,0.65004828,1,
302,15,18,13,2,2.0,38,True,True,1.5,0,
303,15,18,13,1,2.0,10,True,True,1.5,0,
304,15,18,14,2,19.0,0,False,True,0.34863569,3,
305,15,18,13,1,2.0,10,False,True,1.5,1,
306,15,18,13,1,2.0,34,False,True,1.5,1,
307,15,18,13,1,3.0,2,True,False,,0,
308,15,18,13,1,2.0,23,True,True,1.5,0,
309,15,18,13,1,2.0,14,True,True,1.5,0,
310,15,18,13,2,3.0,6,True,False,,0,
311,15,18,13,2,7.0,1,False,True,0.53778596,1,
312,15,18,13,1,3.0,4,True,False,,0,
313,15,18,13,2,2.0,17,True,True,1.5,0,
314,15,18,14,1,2.0,10,False,True,1.5,1,
315,15,18,14,1,9.0,1,False,True,0.49218453,1,
316,15,18,14,2,2.0,21,False,True,1.5,1,
317,15,18,14,1,14.0,0,False,True,0.37558842,,
318,15,18,14,1,16.0,0,False,True,0.36074207,,
319,15,18,14,1,5.0,7,False,True,0.67359306,1,
320,15,18,14,1,11.0,0,False,True,0.42592508,,
321,15,18,14,1,2.0,12,False,True,1.5,1,
322,15,18,14,1,2.0,18,True,True,1.5,0,
323,15,18,14,1,2.0,28,True,True,1.5,0,
324,15,18,14,1,3.0,8,True,False,,0,
325,15,18,15,2,12.0,0,False,True,0.40523179,,
326,15,18,14,1,2.0,23,True,True,1.5,0,
327,15,18,14,1,2.0,14,False,True,1.5,1,
328,15,18,14,1,8.0,1,False,True,0.48301141,1,
329,15,18,14,1,5.0,2,False,True,0.65004828,1,
330,15,18,14,1,5.0,3,False,True,0.65004828,1,
331,15,18,14,1,2.0,12,True,True,1.5,0,
332,15,18,14,1,2.0,5,False,True,1.5,1,
333,15,18,14,1,2.0,7,True,True,1.5,0,
334,15,18,14,1,3.0,17,True,False,,0,
335,15,18,14,1,5.0,5,False,True,0.66198139,1,
336,,,14,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
337,,,14,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
338,15,18,14,1,5.0,7,False,True,0.66198139,1,
339,15,18,15,1,4.0,3,False,True,0.79826485,1,
340,15,18,15,1,5.0,5,False,True,0.67359306,1,
341,15,18,15,1,8.0,3,False,True,0.48301141,1,
342,15,18,14,1,4.0,10,False,True,0.79826485,1,
343,15,18,15,2,4.0,3,False,True,0.79826485,1,
344,,,14,,,0,False,False,,,unhandled: index 14 is out of bounds for axis 0 with size 14
345,15,18,14,1,3.0,9,True,False,,0,
346,15,18,14,1,2.0,9,False,True,1.5,1,
347,15,18,14,1,4.0,2,False,True,0.78740146,1,
348,15,18,14,1,10.0,0,False,True,0.44943939,,
